集団[しゅうだん];集団旅行に参加した。;Participation à un voyage de groupe.;1977
単純[たんじゅん];彼女は子供の様に単純だ。;Elle est simple comme un enfant.;1986
学[がく];少なくとも三十人の学生が欠席した。;Au moins 30 élèves étaient absents.;1991
移動[いどう];その机を左へ移動してください。;Veuillez déplacer ce bureau vers la gauche.;2000
重大[じゅうだい];じゅうだい な はっぴょう が あります;J'ai une annonce importante.;2002
現象[げんしょう];村では最近、不思議な現象が起きています。;Récemment, d’étranges phénomènes se sont produits dans le village.;2004
秒[びょう];コウイチにラインしたら秒で返事きてわらえた。;J'ai envoyé un message LINE à Koichi et il m'a répondu en une seconde. Cela m'a fait rire.;2046
困難[こんなん];困難にあってもあきらめてはいけないよ。;N'abandonnez pas même lorsque c'est difficile.;2051
持ち上げる[もちあげる];吉雄は私がその箱を持ち上げるのを手伝ってくれた。;Yoshio m'a aidé à soulever le carton.;2062
恐怖[きょうふ];こんな恐怖は経験したことがない。;Je n'ai jamais éprouvé une telle peur.;2081
組織[そしき];この会議はうまく組織されていません。;Cette réunion n'est pas bien organisée.;2087
管理[かんり];このセンターで工場全体を管理しています。;Ce centre gère l'ensemble de l'usine.;2092
捕まる[つかまる];警察に捕まるような恐れがあるのですか。;Avez-vous peur de vous faire prendre par la police ?;2098
会合[かいごう];私たちの会合が開かれるのはこの部屋でです。;Notre réunion se tiendra dans cette salle.;2104
女王[じょおう];それは、女王のいすです。;C'est le fauteuil de la reine.;2111
優れる[すぐれる];彼は非常に優れた選手です。;Il est un joueur extrêmement talentueux.;2112
入場[にゅうじょう];せんしゅ の にゅうじょう です;Les athlètes défileront.;2113
一回[いっかい];もう一回、言ってください。;S'il vous plaît, dites-le une fois de plus.;2138
判断[はんだん];アルコールを飲むと、判断力がなくなる。;Quand on boit de l’alcool, la capacité de jugement disparaît.;2192
明かり[あかり];へや の あかり を つけましょう;Allumons la lumière de la pièce. Il n'y avait qu'une petite bougie dans la pièce.;2218
愛[あい];これまでに男の人を愛したことがありますか。;Avez-vous déjà aimé un homme ?;2234
成功[せいこう];あなたのプロジェクトの成功を願っています。;Je vous souhaite du succès dans votre projet.;2260
通信[つうしん];弟は通信で勉強しています。;Mon jeune frère étudie par correspondance.;2272
恐れる[おそれる];かれ は じゅけん の しっぱい を おそれて います;Il s'inquiète d'échouer à l'examen. Je n'ai peur de rien sauf de devenir aveugle.;2273
署名[しょめい];書類をよく読んで、署名をしてください。;Veuillez lire attentivement le document et le signer.;2276
頂上[ちょうじょう];富士山の頂上は夏でさえ寒い。;Le sommet du mont Fuji est froid même en été.;2286
熱中[ねっちゅう];彼女は今テニスに熱中している。;Elle est vraiment passionnée de tennis en ce moment.;2291
入力[にゅうりょく];名前を入力して。;Veuillez saisir votre nom.;2295
金属[きんぞく];アルミニウムは金属の一種です。;L'aluminium est un type de métal.;2300
速い[はやい];かれ は はしる の が はやい;Il court vite.;2304
叩く[たたく];かれ は こども の おしり を たたいた;Il a giflé son enfant sur les fesses.;2307
選択[せんたく];彼女は、仕事か恋人かの選択に迷った。;Elle a hésité dans le choix entre le travail et son petit ami.;2312
安定[あんてい];公務員は安定した仕事だ。;Le travail de fonctionnaire est un emploi stable.;2316
否定[ひてい];彼女はお金を盗んだことを否定しています。;Elle nie avoir volé l'argent.;2318
もう一つ[もうつひとつ];もう一つソフトクリームを食べようかな。;Je crois que je vais prendre une autre glace molle.;2320
伝統[でんとう];国によって、いろいろな伝統があります。;Différents pays ont des traditions différentes.;2345
さて;さて、順番に並べましたか。;Bon, les avez-vous alignés dans l’ordre ?;2369
プラス;この けいけん は あなた に とって ぷらす に なる でしょう;Cette expérience sera une bonne chose pour vous.;2396
２、３日[にち];わたしたち は せんげつ じゅういち にち に けっこん しました;Nous nous sommes mariés le mois dernier le 11.;2410
検査[けんさ];大きな病院で検査した方がいいですよ。;Il vaudrait mieux se faire tester dans un plus grand hôpital.;2422
慎重[しんちょう];もういちど しんちょう に みなおしましょう;Examinons-le à nouveau attentivement.;2429
途端[とたん];高速に乗ったとたんに、タイヤがパンクした。;À peine monté sur l’autoroute, le pneu a crevé.;2430
額[ひたい];ひたい に あせ を かいた よ;Son front était couvert de sueur.;2431
不利[ふり];かれ は いま ふり な たちば に います;Il est désavantagé maintenant.;2433
近頃[ちかごろ];ちかごろ かのじょ の ようす が おかしい;Elle se comporte étrangement ces jours-ci.;2434
改善[かいぜん];改善のため今も研究は続いている。;Des recherches sont toujours en cours pour des améliorations.;2435
デート;でーと で ゆうえんち に いきました;Je suis allé à un parc pour un rendez-vous amoureux.;2436
雇う[やとう];あたらしい しゃいん を やといました;Nous avons embauché un nouveau membre du personnel.;2437
チーズ;ちーず を ひときれ たべました;J'ai mangé une tranche de fromage.;2438
直ちに[ただちに];ただちに かいしゃ に もどって ください;Veuillez retourner au bureau immédiatement.;2439
政府[せいふ];その デモ に ついて せいふ は なにも しなかった;Le gouvernement n'a rien fait contre la manifestation.;2441
婦人[ふじん];ふじんふく うりば は 5 かい で ございます;Le rayon vêtements pour dames se trouve au cinquième étage.;2442
印刷[いんさつ];ねんがじょう を いんさつ した の;J'ai imprimé les cartes du Nouvel An.;2443
略[ほぼ];しごと が ほぼ おわりました;Mon travail est presque terminé.;2444
書物[しょもつ];かれ は しょもつ に かこまれて せいかつ して いる の;Il vit entouré de livres.;2446
センター;この せんたー で こうじょう ぜんたい を かんり して います;Toute l'usine est gérée à partir de ce centre.;2447
招く[まねく];りょうしん を しょくじ に まねいた;J'ai invité mes parents à un repas.;2448
公平[こうへい];しょうきん を もらったら こうへい に わけましょう;Si nous gagnons le prix, partageons-le équitablement.;2449
警告[けいこく];くるま に ちゅうしゃ いはん の けいこく を はられました;Un ticket de parking était collé sur la voiture.;2450
候補[こうほ];かいちょう の こうほ は さんにん います;Il y a trois candidats à la présidence.;2451
納得[なっとく];彼の説明で納得できました。;Grâce à son explication, j’ai pu être convaincu.;2452
友情[ゆうじょう];かれら は つよい ゆうじょう で むすばれて いる な;Ils sont liés par une forte amitié.;2454
健康[けんこう];わたし は けんこう な せいかつ を おくって います;Je mène une vie saine.;2455
劇場[げきじょう];ごご はちじ に げきじょう の まえ で あいましょう;Rendez-vous devant le théâtre à 20h00.;2457
記入[きにゅう];こちら に おなまえ を ご きにゅう ください;Veuillez saisir votre nom ici.;2460
強調[きょうちょう];先生が大事なところを何度も強調した。;L’enseignant a souligné à plusieurs reprises les points importants.;2461
修正[しゅうせい];けんとう の けっか あん を しゅうせい した よ;Nous avons ajusté le plan à la suite de nos délibérations.;2462
羽[はね];小とりは、羽をパタパタうごかしました。;Le petit oiseau battit des ailes.;2464
退屈[たいくつ];こうちょう の たいくつ な はなし が つづいた ん だ よ;La conversation ennuyeuse du principal continuait.;2465
宅[たく];今日、宅配便でラクダが届いた。;Le chameau a été livré par la société de livraison express à domicile aujourd'hui.;2467
教科書[きょうかしょ];にほんご の きょうかしょ を わすれた;J'ai oublié mon manuel de japonais.;2468
ミス;みす は だれ に で も あります;Tout le monde fait des erreurs.;2469
不自由[ふじゆう];かれ は ふじゆう な くらし に なれた よう だ ね;Il semble qu'il se soit habitué à son mode de vie restreint.;2470
増加[ぞうか];しま の じんこう は ねんねん ぞうか して います;La population de l'île augmente chaque année.;2471
定期[ていき];ていきえんそうかい は ねん に 4 かい あります;Il y a des concerts réguliers quatre fois par an.;2473
握手[あくしゅ];かれら は あくしゅ を した;Ils se sont serré la main.;2474
悲しむ[かなしむ];ちち は ともだち の し を かなしんで います;Mon père est en deuil à cause de la mort de son ami.;2475
読書[どくしょ];わたし の しゅみ は どくしょ です;Mon passe-temps est la lecture.;2476
大戦[たいせん];たいせん で おおく の ひと が なくなりました;Beaucoup de gens sont morts dans les guerres mondiales.;2477
既に[すでに];その こと は すでに みんな しって います;Tout le monde le sait déjà.;2479
苦痛[くつう];わたし は ひとまえ で はなす こと が くつう です;C'est douloureux pour moi de parler devant d'autres personnes.;2480
係[かかり];かのじょ は かいじょう せいり の かかり だった の;Elle était responsable de l'aménagement de la salle.;2481
友[とも];もつべき もの は とも よ ね;La chose importante à garder, ce sont les amis.;2482
有利[ゆうり];しかく が ある と しゅうしょく に ゆうり です;Il est avantageux d'avoir des qualifications lors de la recherche d'emploi.;2483
叫ぶ[さけぶ];かのじょ は たすけ を もとめて おおごえ で さけんだ の;Elle a crié à l'aide.;2484
一段[いちだん];一段飛ばしで階段を駆け上った。;J'ai monté les escaliers en courant, en sautant une marche à la fois.;2485
金庫[きんこ];ほてる の きんこ に きちょうひん を いれた よ;J'ai mis mes objets de valeur dans le coffre-fort de l'hôtel.;2486
握る[にぎる];しょうじょ は ははおや の て を にぎった;La jeune fille serra la main de sa mère.;2487
急速[きゅうそく];コンピューターは きゅうそく 急速な しんか 進化を と 遂げた。;Les ordinateurs ont fait de rapides progrès.;2488
微妙[びみょう];かれ は かいしゃ で びみょう な たちば に あります;Il occupe une position délicate dans l'entreprise.;2489
医療[いりょう];いりょう かんけい の しごと を して います;Je travaille dans le domaine de la santé.;2490
布[ぬの];この ぬの は かーてん に つかえます;Ce tissu peut être utilisé pour les rideaux.;2491
命じる[めいじる];きゅう に しゅっちょう を めいじられました;J'ai été soudainement envoyé en voyage d'affaires.;2493
進学[しんがく];かのじょ は らいねん だいがく に しんがく する;Elle entrera à l'université l'année prochaine.;2496
マイク;かのじょ は まいく を もって はなしはじめた の;Elle prit le micro et commença à parler.;2497
トップ;かれ は とっぷ の せいせき で ごうかく しました;Il a réussi avec le meilleur score.;2498
今に[いまに];あなた も いまに わかる でしょう;Vous comprendrez un jour.;2499
金曜[きんよう];よく覚えていないのですがたしか先週の金曜日だったと思います。;Je ne me souviens plus exactement, mais je crois que c'était vendredi dernier.;2500
服装[ふくそう];その ぱーてぃー は かじゅある な ふくそう で だいじょうぶ です;C'est bien de porter des vêtements décontractés à la fête.;2501
大気[たいき];大気おせんマップを毎日チェックしています。;Je vérifie la carte de la pollution atmosphérique tous les jours.;2502
読み[よみ];はは に よみかき を ならいました;J'ai appris à lire et à écrire avec ma mère.;2503
月曜[げつよう];彼は来週月曜日にもう一度会を開いてはどうかと提案した。;Il a suggéré que nous nous revoyions lundi prochain.;2504
吸収[きゅうしゅう];かれ は ちしき の きゅうしゅう が はやい です ね;Il absorbe rapidement les connaissances.;2505
訪問[ほうもん];らいしゅう つま の じっか を ほうもん します;La semaine prochaine, nous visiterons la maison familiale de ma femme.;2507
失望[しつぼう];かのじょ は けっこん せいかつ に しつぼう して いた の;Elle a trouvé la vie conjugale décevante.;2508
評判[ひょうばん];新しく出版された雑誌は、評判がいい。;Le magazine récemment publié jouit d'une bonne réputation.;2509
礼儀[れいぎ];かのじょ は れいぎ が み に ついて います;Elle est accomplie dans l'étiquette.;2510
代金[だいきん];3人分の代金は計6000円です。;Le prix total pour 3 personnes est de 6 000 yens.;2511
帯[おび];この おび は なが すぎます;Cette ceinture est trop longue.;2513
飼う[かう];ぺっと を かった こと は あります か;As tu déjà eu un animal de compagnie?;2514
休憩[きゅうけい];このあと、10分休憩を取ります。;Après cela, nous ferons une pause de 10 minutes.;2515
列車[れっしゃ];れっしゃ が ほーむ に はいって きた;Le train est arrivé à quai.;2516
幼い[おさない];かのじょ に は おさない むすこ が います;Elle a un petit fils.;2517
経由[けいゆ];めーる を けいゆ して ひろがる うぃるす も あります;Il existe même des virus qui se propagent par e-mail.;2519
損[そん];ぱちんこ で 5000 えん そん しました;J'ai perdu 5 000 yens au pachinko.;2520
抵抗[ていこう];はんにん は けいさつ に ていこう した の;Le criminel a résisté à la police.;2522
火曜[かよう];兄はシカゴからたいてい火曜の夜に私に電話をかけてくる。;Mon frère m'appelle généralement de Chicago le mardi soir.;2527
宝[たから];とみ 富は いっしょう 一生の たから 宝、 ち 知は ばんだい 万代の たから 宝。;La sagesse est meilleure que l'or ou l'argent.;2528
ケース;この けーす に は CD が 50 まい はいります;50 CD rentreront dans cette mallette.;2531
そっくり;あの おやこ は そっくり だ ね;Ce parent et cet enfant se ressemblent.;2539
快適[かいてき];快適な椅子に座ると、勉強しやすくなります。;S'asseoir sur une chaise confortable facilite l'étude.;2540
財産[ざいさん];彼女の財産はどのくらいあるんだろう。;Je me demande combien de biens elle possède.;2549
土曜[どよう];あなたは、来週の土曜日までに論文を提出すべきです。;Vous devez soumettre votre article d'ici samedi prochain.;2555
撃つ[うつ];かれ は けんじゅう で うたれた わ;Il a été abattu avec une arme de poing.;2556
コード;こーど が みじかく て こんせんと に とどきません;Le cordon est trop court pour atteindre la prise.;2565
岩[いわ];あの いわ まで およごう;Nagons jusqu'à ce rocher.;2569
幸福[こうふく];かのじょ は こうふく な ひび を すごして いる わ;Elle mène une vie heureuse.;2570
グラス;これ は きれい な ぐらす です ね;C'est un beau verre.;2576
監督[かんとく];彼は有名な映画監督だ。;C'est un célèbre réalisateur.;2578
描く[かく];うちのロゴを違う色でも描いてみてもらえますか。;Pouvez-vous dessiner notre logo avec différentes couleurs?;2580
芝居[しばい];歌舞伎の芝居を見にいきました。;Je suis allé voir une pièce de Kabuki.;2582
ノー;ケイトは歴史の講義を丹念にノートにとった。;Kate prenait des notes méticuleusement pendant ses cours d'histoire.;2585
紐[ひも];靴の紐は自分で結べるよね。;Vous pouvez attacher vos lacets vous-même.;2587
クリーム;わたし は あらいもの を した あと て に くりーむ を ぬります;Je mets de la crème pour les mains après avoir fait la vaisselle.;2590
学習[がくしゅう];動機付けというのは、学習過程に影響する因子のひとつです。;La motivation est l'un des facteurs qui influencent le processus d'apprentissage.;2592
遅刻[ちこく];遅刻して先生にしかられた。;J'étais en retard et je me suis fait gronder par le professeur.;2594
留守番[るすばん];わたし は るすばん の もの です;Je m'occupe de la maison.;2598
谷[たに];その むら は ふかい たに に ある の;Le village est dans une vallée profonde.;2599
ぴったり;かぜ が ぴたりと やんだ ね;Le vent s'est soudainement calmé.;2604
行けない[いけない];今は行けないんだ。;Je ne peux pas y aller maintenant.;2605
トン;戦争が始まったとき、トムはボストンにいた。;Tom était à Boston lorsque la guerre a éclaté.;2618
バカ;バカな質問していい？;Puis-je poser une question bête ?;2622
のんびり;休みの日は家でのんびり過ごします。;Les jours de repos, je passe tranquillement mon temps à la maison.;2625
アウト;チェックアウト・タイムは何時ですか。;À quelle heure se fait le départ ?;2628
だって;うん。起きるの早いんだって。;Ouais. Il a dit qu'il se levait tôt.;2629
修理[しゅうり];それはまだ修理されていません。;Cela n'a pas encore reçu de réparation.;2637
ママ;まま に きいて みよう;Demandons à maman.;2639
故郷[ふるさと];この景色を見ると、懐かしい生まれ故郷の町を思い出すよ。;Ce paysage me rappelle ma ville natale bien-aimée.;2640
冒険[ぼうけん];昔の子供たちは冒険小説をよく読みました。;Autrefois, les enfants lisaient souvent des romans d’aventures.;2642
済ませる[すませる];ひるごはん は かんたん に すませましょう;Allons un petit déjeuner rapide;2643
いえ;いいえ、辛くないです。;Non, ce n'est pas épicé.;2647
うまい;彼は歌を歌うのがうまい。;Il chante bien.;2651
バン;そのバンドはただいまお休みです。;Ce groupe est actuellement en pause.;2652
さっぱり;かのじょ の いって いる こと が さっぱり わからない の;Je ne comprends pas du tout ce qu'elle dit.;2658
尻[しり];大きな集団の尻につくより頭になれ。;Devenez le leader d'un grand groupe plutôt que de suivre ses suiveurs.;2670
そっと;ははおや は むすめ の かみ を そっと なでた の;La mère tapota tranquillement les cheveux de sa fille.;2683
絶滅[ぜつめつ];その動物は絶滅の危機に瀕している。;Cet animal est en voie d'extinction.;2686
発明[はつめい];その学校は、多くの発明家を送り出している。;Cette école a formé de nombreux inventeurs.;2690
ようこそ;にっぽん へ ようこそ;Bienvenue au Japon.;2691
だが;彼にはよくあることだが、夜遅くまで起きている。;Comme à son habitude, il reste éveillé tard dans la nuit.;2693
設計[せっけい];庭を設計するのが彼の仕事です。;Son travail consiste à concevoir le jardin.;2694
ぼんやり;かれ は とおく を ぼんやり みて いた の;Il regarda vaguement au loin.;2695
ピン;かのじょ は いつも かみ を ぴん で とめて いる ね;Elle tient toujours ses cheveux avec des épingles.;2699
作曲[さっきょく];この曲は誰が作曲したのですか。;Qui a composé cette chanson ?;2702
勧める[すすめる];すすめられて ほしく も ない もの を かっちゃった よ;Sur les conseils de quelqu'un, j'ai fini par acheter quelque chose dont je ne voulais pas.;2706
資本[しほん];ベンチャー・キャピタル、いわゆる冒険資本が不足するには、訳があります。;Il y a une raison à la pénurie de capital-risque.;2707
こうやって;普段はこうやって魚を料理してるんだよ。;Voici comment je cuisine habituellement le poisson.;2711
東北[とうほく];東北で、ボランティアをしていました。;Je faisais du bénévolat à Tohoku.;2712
いらっしゃい;「早くいらっしゃい、ビル」「はい、おかあさん」;"""Viens vite, Bill."" ""Oui, maman.""";2716
金銭[きんせん];金銭のトラブルには関わりたくありません。;Je ne veux pas m'impliquer dans des problèmes financiers.;2717
木曜[もくよう];木曜日より金曜日に来ていただきたいのですが。;Je préférerais que vous veniez vendredi plutôt que jeudi.;2718
オフィス;ジャックと私は、土曜日は交代でオフィスで働くことに同意した。;Jack et moi avons convenu de travailler à tour de rôle au bureau le samedi.;2719
尤も[もっとも];日本語を話せます。もっとも、少しだけですが。;Je peux parler japonais. Cependant, seulement un peu.;2722
ロケット;ロケットは今頃には当然月についているはずだ。;La fusée aurait dû atteindre la lune depuis longtemps, bien sûr.;2756
食糧[しょくりょう];食糧の備蓄は十分にあります。;Il existe de nombreuses dispositions d'urgence.;2759
追い付く[おいつく];えき で ようやく かれ に おいつきました;Je l'ai finalement rattrapé à la gare.;2786
宿泊[しゅくはく];交通費と宿泊代で、５万円くらいかかる。;Il en coûtera environ 50 000 yens pour le transport et l'hébergement.;2790
一台[いちだい];このテレビは、一台四万九千円です。;Ces téléviseurs coûtent quarante-neuf mille yens chacun;2812
ダイヤ;これは本物のダイヤでしょう。;C'est un véritable diamant, n'est-ce pas ?;2832
大家族[だいかぞく];彼は若いが養わなければならない大家族がある。;Il est jeune, mais il a une famille nombreuse à charge.;2849
一文字[いちもんじ];女の子は、おこって口を一文字にむすびました。;La fille se fâcha et sa bouche se pinça en une ligne droite.;2852
だけど;「彼女も来る？」「だといいんだけど」;« Elle vient aussi ? » « Je l’espère. »;2860
貯金[ちょきん];今月は赤字だよ。来月から節約しないと貯金が底をついちゃうよ。;Nous sommes dans le rouge ce mois-ci. Si nous ne commençons pas à économiser le mois prochain, nos économies seront épuisées.;2862
九州[きゅうしゅう];九州のりょうりはおいしいです。;La cuisine de Kyushu est délicieuse.;2869
徹夜[てつや];ゆうべは徹夜しました。;ゆうべは徹夜しました。;2872
具体[ぐたい];具体的には何すんの。;Que ferez-vous exactement ?;2875
請求[せいきゅう];電話料金の請求書が届いた。;J'ai reçu une facture de téléphone.;2879
いけない;あそこから、写真を撮ってはいけない。;Il ne faut pas prendre de photos depuis là-bas.;2880
盛り[さかり];あの事故が起こったのは夏の盛りでした;Cet accident s’est produit au cœur de l’été.;2883
ウイスキー;ウイスキーが１本あるんだ。;J'ai une bouteille de whisky.;2886
と言う[という];彼が泥棒と言うことが判明した。;Il s'est avéré que c'était un voleur.;2888
二十[はたち];私は彼女とは二十年以上の知り合いである。;Je la connais depuis plus de vingt ans.;2890
ソファ;ソファーに寝転がってもいい？;Est-ce que je peux m'allonger sur le canapé ?;2893
それと;昨日読んでたのって、フランス語の本？それとも英語の本？;Le livre que vous lisiez hier était-il en français ou en anglais ?;2894
お金持ち[おかねもち];そのおばあさんは彼がお金持ちだと信じている。;La vieille femme croit qu'il est riche.;2898
お目にかかる[おめにかかる];またお目にかかれてうれしいです。;(humble) Je suis content de vous revoir.;2899
にっこり;かのじょ は にっこり ほほえんだ;Elle sourit largement.;2902
できれば;遅れを取り戻す事ができればよいのに。;J'aimerais que nous puissions rattraper le temps perdu.;2908
とんでもない;仕事中に帰るなんてとんでもない。;Je ne supporte pas de rentrer chez moi pendant le travail.;2909
独り[ひとり];彼は独り住居だ。;Il vit seul.;2914
破産[はさん];あの会社は昨年破産しました;Cette entreprise a fait faillite l'année dernière.;2917
奇妙[きみょう];彼から奇妙な話を聞きました;J'ai entendu une histoire étrange de sa part;2918
人ごみ[ひとごみ];彼は人ごみの中をひじでかきわけて進んだ。;Il s'est frayé un chemin à travers la foule en utilisant ses coudes.;2919
唸る[うなる];夕べは３９度の熱があって、ずっと唸っていた。;Le soir, j'avais une fièvre de 39 degrés et je gémissais tout le temps.;2921
十[とお];僕の部屋は狭いっちゃ狭いけど、僕にとっては十分広い。;Ma chambre est petite, mais elle est suffisamment spacieuse pour moi.;2949
ピクニック;きょう は ぴくにっく に いきましょう;Allons pique-niquer aujourd'hui.;2955
おしゃべり;あの男はおしゃべりすぎる。;Cet homme parle trop.;2971
無くてはならない[なくてはならない];お父さんに鍵をもらわなくてはならない。;Je dois aller à la banque à 15h30.;2979
刈る[かる];オーストラリアで羊の毛を刈った。;Les moutons étaient tondus en Australie.;2983
一番線[いちばんせん];3番線、ドアが閉まります。ご注意ください。;Les portes du quai 3 se ferment. Soyez prudents.;3000
分[ぶん];君の熱意は十分に伝わったよ。;Votre enthousiasme était très clair.;3003
不[ふ];私は不平を言わずにはいられない。;Je ne peux m'empêcher de me plaindre.;3010
何が何だか分からない[なにがなんだかわからない];何が何だか分からないよ。;Je ne comprends rien.;3018
無[む];無人機じゃ味気ないだろ。;Les drones, c'est pas amusant, hein ?;3022
節[ふし];熱が出て体の節々が痛んだ;J'avais de la fièvre et toutes les articulations de mon corps me faisaient mal.;3138
年組[ねんくみ];迷っている間にも、どんどん袋小路に追いつめられていくみたい。;Pendant que vous hésitez, vous avez l'impression de vous enfoncer de plus en plus dans une impasse.;3142
ぜひお願いします[ぜひねがいします];ぜひお願いします。;Je vous en prie.;3148
縁[ふち];グラスの縁に口紅がついてしまった;Du rouge à lèvres s’est mis sur le bord du verre.;3154
助けてくれ[たすけてくれ]！;助けてくれ！;Aide-moi!;3158
戴きます[いただきます];戴きます。;J'en prendrai.;3161
綿[わた];綿菓子が大好きなんです。;J'adore la barbe à papa.;3163
有難う[ありがとう];有難うございました。;Merci beaucoup.;3168
結局で、どうなったの[けっきょくで、どうなったの]？;結局で、どうなったの？;Alors, que s'est-il passé à la fin ?;3169
とんでも無い[とんでもない];仕事中に帰るなんてとんでもない。;Je ne supporte pas de rentrer chez moi pendant le travail.;3172
申し訳ありませんでした[もうしわけありませんでした];申し訳ありませんでした。;Je suis vraiment désolé.;3176
銃[じゅう];外出中に、部屋に置いてあった銃が母親に見つかってしまったんです。;Ma mère a trouvé mon arme dans ma chambre pendant que j'étais sorti.;3179
困りましたね[こまりましたね];困りましたね;C'est un problème.;3184
御[お];御免なさい。;Désolé.;3188
支払[しはらい];お支払いはいかがなさいますか？;Comment souhaiteriez-vous payer ?;3205
どう為さいます[どうなさいます];お飲み物はどうなさいますか？;Que voudriez-vous comme boisson ?;3208
これで宜しいでしょうか[これでよろしいでしょうか];これで宜しいでしょうか;Est-ce que ça vous convient ?;3213
そんな筈はありません[そんなはずはありません];そんな筈はありません;Ce n'est pas possible.;3215
其の儘[そのまま];そのまま おまち ください;Veuillez patienter un peu.;3218
其れ共[それとも];コーヒー、それとも紅茶がいいですか。;Que voulez-vous, du café ou bien du thé ?;3219
依ると[よると];ことによると、きみにも一緒にきてもらう。;Selon les circonstances, je pourrais vous demander de venir aussi.;3220
拠る[よる];この病気はウイルスの感染によって起こる。;Cette maladie est causée par une infection virale.;3223
欧羅巴[ヨーロッパ];スイスは中央ヨーロッパにあるよ。;La Suisse se situe en Europe centrale.;3225
トランプをする;彼はトランプをするときがない。;Il ne joue jamais aux cartes.;3229
約[やく];ゴボウは地上約２メートルまでのびます。;Les bardanes poussent à environ deux mètres au-dessus du sol.;3308
複数[ふくすう];アジアの しゅうきょう 宗教から ひらめ 閃きを え 得て、 かれ 彼は ふくすう 複数の すば 素晴らしい ちょうこく 彫刻を うみだ 生み出した。;Asian religions inspire him to create splendid sculptures.;3356
温める[あたためる];いま くるま を あたためています;Je réchauffe la voiture maintenant.;3419
役人[やくにん];あの やくにん 役人たちは ぜんぜん 全然、 ざいせい 財政のことはわかっていない。;Those officials don't understand finance at all.;3421
力強い[ちからづよい];おどりこ 踊り子 たち 達は しろ 白いドレスを き 着てきゃしゃに み 見えますが、 じっさい 実際には かのじょ 彼女たちは うま 馬のように ちからづよ 力強いのです。;Les danseurs ont l'air fluet dans leurs robes blanches, mais en réalité ils sont aussi puissants que des chevaux.;3445
好き嫌い[すききらい];たべもの の すききらい は とくに ありません;Je n'ai pas de goûts ou de dégoûts particuliers en matière de nourriture.;3495
押さえる[おさえる];どあ を おさえて ください;Veuillez tenir la porte.;3506
接する[せっする];このような せっ 接し かた 方の へんか 変化は、 ほか 他の へんか 変化もそうであるが、 ほか 他の くに 国においても おこ 起こっている。;Entre autres changements, ce changement d'attitude s'est également produit dans divers pays.;3508
通貨[つうか];私はこの通貨をよく知っています。;Je connais bien cette monnaie.;3534
侵入[しんにゅう];このコンピュータウィルスは、大晦日の夜に時計の針が12時を告げると、何千台ものパソコンに侵入をするんですよ。;Ce virus informatique va pénétrer des milliers d'ordinateurs sur le coup de minuit le soir du Nouvel An.;3562
逆らう[さからう];かれ 彼は よのふうちょう 世の風潮に さか 逆らう。;He is swimming against the tide.;3584
ご無沙汰[ごぶさた];ご無沙汰しております。;Je ne t'ai pas vu depuis si longtemps.;3613
どうせ;どうせ まにあわない なら ゆっくり いこう;Allons-y doucement car nous ne serons pas à l'heure de toute façon.;3634
浮く[うく];こおり は みず に うきます;La glace flotte sur l'eau.;3642
夫妻[ふさい];きのう の よる しゃちょうごふさい と しょくじ を しました;J'ai dîné avec le président et sa femme hier soir. J'ai été invité chez mon chef de service et chez sa femme.;3662
現に[げんに];現にさっきそう言ったじゃありませんか。;Vous ne l'aviez pas dit il y a quelque temps ?;3666
まあまあ;かれ の せいせき は まあまあ です;Ses résultats sont moyens.;3696
肯定[こうてい];ぼく は かれ の した こと は こうてい できない な;Je ne peux pas être d'accord avec ce qu'il a fait.;3760
別荘[べっそう];この春に別荘を売ってしまうつもりです。;Je prévois de vendre la villa au printemps.;3772
濃度[のうど];あなたの血中アルコール濃度については追って連絡致します。;Je vous reviendrai sur votre taux d'alcoolémie.;3777
心得る[こころえる];このお方をどなたと心得るか。;Est-ce que quelqu'un sait qui est cette femme ?;3804
膨大[ぼうだい];これからこの膨大な資料に目を通さなくてはいけないんだ。;Vous devez désormais jeter un œil à ces énormes documents.;3829
観念[かんねん];彼女は芸術においては素晴らしい美の観念を持っているのに、どうしてあんなに不細工な男性と付き合っているのかが理解できない。;Elle a un sens aigu de la beauté pour l'art, donc je ne comprends pas comment elle sort avec un gars aussi laid.;3858
斬る[きる];その侍は、早口言葉が上手く言えなければお前の舌を斬るぞ、と私に言いました。;Le samouraï m'a dit qu'il me couperait la langue si je ne pouvais pas dire le virelangue correctement.;3868
交ぜる[まぜる];わたし も まぜて ください;Veuillez m'inclure.;3886
宴会[えんかい];宴会で嫌な奴とお酒を飲むのは、会議で議事録を記録するより退屈な仕事だ。;Boire de l'alcool avec quelqu'un que vous n'aimez pas lors d'un dîner est une tâche beaucoup plus fastidieuse que d'enregistrer le déroulement d'une réunion.;3917
帰宅[きたく];夜の11時に帰宅しました。;Je suis rentré à la maison à 23 heures.;3918
すっきり;よく ねむったら きぶん が すっきり した;Je me sentais beaucoup mieux après une bonne nuit de sommeil.;3921
着々[ちゃくちゃく];その会社員は、いつも着々と仕事をこなしていた。;Cet employé de bureau a toujours accompli ses tâches régulièrement.;4038
怒鳴る[どなる];「キンニクマってよく怒鳴るよね。」「そうだね。でも、心配しないで。彼は口は悪いけど根は悪い人ではないから。」;Kinnikuma crie beaucoup. « Ouais, mais ne t'inquiète pas. Son aboiement est pire que sa morsure.;4069
